"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn"
"2416","DC",114,"415","354-5689","no","no",0,147.1,119,161,111,275.9,106,9,3,5,"True."
"2417","IA",113,"510","335-8427","no","no",0,156,141,256.8,72,175.3,123,11.9,5,2,"False."
"2418","GA",120,"408","409-6753","no","no",0,98.2,99,186.7,85,146.7,96,9.3,4,2,"False."
"2419","AK",115,"415","349-1756","no","no",0,210.6,120,153.1,84,262.2,79,11,5,0,"False."
"2420","CA",37,"510","328-8980","no","no",0,239.9,120,261.6,88,207.1,88,8.9,4,2,"True."
"2421","MN",100,"415","399-2151","yes","no",0,159.9,94,179.9,95,154.4,102,11.6,2,2,"True."
"2422","CO",132,"415","379-9524","no","no",0,197.8,66,133.9,119,177.3,94,10.9,3,4,"True."
"2423","KY",38,"408","352-9947","no","yes",36,115.4,98,166.2,83,184.7,79,15.2,6,2,"False."
"2424","SC",1,"408","336-1043","no","no",0,123.8,113,236.2,77,73.2,81,3.7,2,0,"False."
"2425","MT",97,"415","416-7013","no","yes",15,117.6,97,196.3,126,157.4,113,6.4,3,1,"False."
"2426","KY",55,"415","345-4551","no","yes",28,105.3,82,197.4,109,187.5,91,8.6,6,2,"False."
"2427","WV",75,"415","405-9864","no","no",0,111.7,121,237.3,119,253.5,110,13.1,6,1,"False."
"2428","ID",83,"415","350-4297","no","no",0,159.3,104,202.3,98,229,73,9.5,3,2,"False."
"2429","MN",40,"510","350-7114","no","no",0,81.7,123,210.2,108,212,64,11.3,3,6,"True."
"2430","MA",101,"415","400-4244","no","yes",21,238,88,209.6,84,233,95,10,5,2,"False."
"2431","MD",120,"415","417-2608","no","yes",40,128.1,99,247.7,78,199.7,121,15.6,3,0,"False."
"2432","SD",183,"415","372-2990","no","yes",31,171.2,104,193.6,74,196.5,85,10.2,4,1,"False."
"2433","PA",75,"510","353-9998","no","no",0,109,88,259.3,120,182.1,119,13.3,3,4,"True."
"2434","KY",80,"415","330-3008","no","no",0,220,114,207.7,76,168.4,137,12.1,3,2,"False."
"2435","ID",88,"415","384-8629","no","no",0,55.6,65,242.7,121,176.3,134,11.3,4,0,"False."
"2436","NY",112,"415","404-9504","no","yes",23,286.6,79,315.3,102,193.9,101,10.3,6,1,"False."
"2437","NM",63,"510","405-8753","no","no",0,207.6,96,229,112,162.6,131,13.3,2,1,"False."
"2438","CA",105,"415","409-9911","no","yes",31,109.6,108,249.3,119,321.2,101,8.3,4,4,"True."
"2439","ID",92,"415","394-4260","no","no",0,197.2,113,242.3,116,192,76,11,5,2,"False."
"2440","WY",177,"415","380-9063","no","no",0,175.7,120,168.6,90,198.9,110,14.6,4,1,"False."
"2441","NM",118,"510","395-4509","no","no",0,205.2,115,184.8,137,176.1,115,7,6,0,"False."
"2442","HI",111,"408","401-6671","no","yes",13,193.1,104,111.6,98,227.4,94,12.1,4,1,"False."
"2443","ID",82,"510","405-7204","no","yes",34,232.6,121,153.2,115,286.7,77,4.7,3,3,"False."
"2444","NC",74,"415","329-5377","no","no",0,102.7,89,149.3,100,188.1,114,11,5,0,"False."
"2445","TX",121,"415","408-9572","no","yes",31,263.1,70,279.3,118,127.1,143,9.7,4,5,"False."
"2446","GA",131,"408","380-9879","no","no",0,197,79,201,114,151.2,111,11.6,5,1,"False."
"2447","AL",125,"408","384-9243","no","no",0,169.3,90,156,138,210.8,106,11.6,6,2,"False."
"2448","ME",19,"415","404-5597","no","no",0,201.5,123,129.2,110,220.6,98,12.9,4,1,"False."
"2449","VA",138,"415","359-7521","no","no",0,251,119,91.2,96,142.2,87,13.8,3,3,"False."
"2450","ID",119,"415","327-4795","no","no",0,230.4,117,225,101,198.5,111,7.6,6,3,"False."
"2451","NY",137,"510","338-7955","no","no",0,109.8,120,230.5,86,255.8,103,11.9,6,1,"False."
"2452","NC",182,"415","379-6970","no","no",0,279.5,118,203.2,113,174.2,101,10.7,4,2,"True."
"2453","OH",135,"415","351-7807","no","no",0,173.4,107,222,84,64.2,94,13.7,6,1,"False."
"2454","HI",134,"415","342-9394","no","yes",38,214.4,93,211.7,57,165,79,10,8,1,"False."
"2455","DC",45,"415","384-6264","no","no",0,96.1,103,246.8,134,229.7,92,9.7,4,1,"False."
"2456","TN",129,"408","352-4534","no","no",0,101.4,145,249.1,116,157.6,107,7.1,6,1,"False."
"2457","VT",142,"415","378-4617","no","no",0,232.5,74,181.8,142,203.1,86,10.4,6,4,"False."
"2458","MD",130,"415","364-9567","no","yes",45,174.5,120,217.5,95,220.3,67,12.2,2,1,"False."
"2459","LA",163,"408","371-5875","no","yes",23,224,126,233.5,89,293.9,104,8.8,4,1,"False."
"2460","HI",105,"415","383-6489","no","no",0,211.1,99,176.7,66,221.5,96,14.7,7,4,"False."
"2461","FL",119,"415","345-7117","no","no",0,109.2,96,153.1,80,240,102,9.8,5,2,"False."
"2462","WY",78,"408","384-3902","no","no",0,220,95,179.9,121,188.2,109,11.5,5,0,"False."
"2463","NE",92,"415","386-2759","no","no",0,181.4,98,164.5,98,171,110,10.9,4,2,"False."
"2464","WY",146,"415","356-1270","no","yes",11,180.7,82,173.7,90,231.5,89,10.1,4,2,"False."
"2465","OR",125,"408","379-1336","no","yes",32,96.5,109,145.8,109,174.4,82,9.4,2,1,"False."
"2466","IN",88,"415","354-7201","no","no",0,183.5,93,170.5,80,193.8,88,8.3,5,3,"False."
"2467","MD",83,"408","404-5057","no","yes",38,107.9,90,140.4,94,253.6,79,10.5,2,0,"False."
"2468","TN",3,"510","407-8012","yes","no",0,161,96,244.9,82,180.8,103,7.7,6,1,"False."
"2469","WV",152,"510","332-6139","yes","yes",41,146.8,128,285.6,96,213.6,80,4.3,2,1,"True."
"2470","WA",48,"510","328-1373","no","no",0,149.2,146,161.9,109,197.9,109,8.3,2,3,"False."
"2471","MS",189,"415","411-6501","no","no",0,227.8,124,169.5,112,201.1,91,5.6,4,3,"False."
"2472","OH",95,"415","329-8056","no","yes",23,160.3,87,202.4,101,191.1,122,7.4,3,0,"False."
"2473","IN",129,"415","415-4564","no","no",0,137.8,120,225.8,110,145.2,95,10.2,6,1,"True."
"2474","CO",66,"408","329-6192","no","yes",40,141.7,87,268.3,89,241.3,68,8.5,7,0,"False."
"2475","TX",80,"510","384-3904","no","yes",22,196.4,115,150.3,109,176.2,75,9.3,1,0,"False."
"2476","AK",1,"408","373-1028","no","no",0,175.2,74,151.7,79,230.5,109,5.3,3,1,"False."
"2477","WV",84,"408","369-1220","no","no",0,146.8,133,171.7,73,234.5,69,9.9,3,1,"False."
"2478","MA",96,"415","359-9369","no","no",0,173.9,111,287.4,105,204.8,91,9.1,7,1,"False."
"2479","TN",123,"415","415-3016","no","yes",34,305.2,80,156.5,109,280,81,13.2,7,1,"False."
"2480","ID",116,"510","414-7090","yes","yes",29,162.3,91,279.3,79,192.7,131,11.7,2,3,"True."
"2481","DE",105,"415","350-2250","yes","no",0,150,106,293.8,123,250.7,65,10.3,7,3,"False."
"2482","VA",80,"415","383-9355","no","no",0,197.5,114,206.9,119,163.6,109,11.3,4,1,"False."
"2483","MT",157,"408","417-3257","no","no",0,240.2,67,153,98,249,72,10.2,6,2,"False."
"2484","ID",67,"510","336-8010","no","yes",30,186.2,117,286.7,76,164.3,113,12.9,3,2,"False."
"2485","IN",141,"415","354-7718","no","yes",39,116.9,127,276.5,88,289.9,125,12.3,2,0,"False."
"2486","MD",79,"415","358-4412","no","yes",17,236.7,95,263.5,56,259.6,107,12,4,1,"False."
"2487","MS",76,"408","368-8972","no","no",0,173.2,93,131.2,80,170.9,104,5.4,3,0,"False."
"2488","WA",111,"510","407-9841","no","no",0,152.2,114,137.2,102,185.9,97,9.8,3,0,"False."
"2489","OH",94,"415","393-5208","no","no",0,181.3,135,182.4,108,180.6,103,6.7,2,0,"False."
"2490","RI",143,"408","332-2889","no","no",0,167.8,72,211,99,153.5,109,10.5,6,4,"True."
"2491","AR",109,"510","374-5530","no","no",0,175.4,125,250.7,87,289.3,74,9.8,9,1,"False."
"2492","AZ",138,"415","332-3381","no","no",0,87.6,112,266.9,107,214.6,104,9.8,10,2,"False."
"2493","SC",73,"415","344-9347","no","no",0,203.3,45,141.9,87,200.7,71,8.5,6,0,"False."
"2494","KY",21,"415","412-1991","no","no",0,92.6,95,161.9,70,285,78,11.3,3,5,"True."
"2495","AL",148,"415","393-4528","no","yes",21,262.9,135,149.5,96,140.5,109,8.1,4,1,"False."
"2496","NE",103,"408","347-2378","no","no",0,160.8,91,155.8,82,254.3,103,8.5,3,1,"False."
"2497","MT",143,"408","385-2699","no","yes",22,141.8,116,167.3,99,178.1,130,7.8,3,1,"False."
"2498","MN",79,"408","383-4319","no","yes",32,50.6,62,201.4,87,146.8,121,4.2,4,2,"False."
"2499","NV",89,"415","352-7915","no","no",0,134.9,59,156,152,197.5,112,10.2,5,1,"False."
"2500","CA",120,"415","375-5547","no","no",0,252.1,110,226.1,103,155.6,83,13.8,3,1,"False."
"2501","UT",121,"415","337-2348","no","yes",41,215.5,95,241.8,92,147,108,9.6,3,1,"False."
"2502","IL",101,"415","342-8702","no","no",0,124.8,66,257.2,85,193.2,115,13.4,4,0,"False."
"2503","DC",115,"408","393-5802","no","no",0,178.7,114,271,96,245.9,94,16.4,5,2,"False."
"2504","IN",168,"415","384-2219","no","no",0,183.2,131,179.2,73,292.8,100,9.9,5,2,"False."
"2505","NM",90,"415","347-6164","no","no",0,167.5,96,139.1,104,138.4,87,13,1,1,"False."
"2506","MS",70,"510","376-9940","no","no",0,147.1,105,200,135,234.9,65,12.5,9,3,"False."
"2507","VT",138,"415","354-4352","no","no",0,230.1,107,212,120,174.9,119,13.2,4,1,"False."
"2508","VT",43,"408","331-8713","no","no",0,135.8,125,163.2,88,229.8,106,12.6,3,0,"False."
"2509","UT",117,"510","341-3663","no","yes",20,205.7,98,136.1,107,159.4,147,8.7,3,2,"False."
"2510","KY",108,"408","376-4665","no","no",0,73.8,105,143.4,114,170.2,98,10.9,3,2,"False."
"2511","VA",118,"408","421-9034","no","no",0,189.3,119,233.5,112,270.9,104,10,1,2,"False."
"2512","OH",169,"408","401-5169","no","no",0,147.2,115,161.9,123,142.1,103,7.2,6,3,"False."
"2513","AZ",62,"408","370-8262","no","yes",42,137.3,95,184.2,94,231.4,70,10.2,3,0,"False."
"2514","NY",86,"510","387-2041","no","no",0,70.7,125,211,113,174.6,107,0,0,2,"False."
"2515","VA",44,"408","356-4146","no","no",0,204.6,117,205.2,94,164.6,84,10.7,5,0,"False."
"2516","MD",111,"510","372-8883","no","no",0,123.1,88,213.9,84,184.9,88,12,2,5,"True."
"2517","MA",127,"510","336-1880","no","yes",19,129.7,115,160.8,101,265,63,12.2,3,2,"False."
"2518","IL",151,"415","347-5843","yes","no",0,198.7,70,209.5,106,281.9,126,12.4,4,0,"False."
"2519","LA",53,"415","370-8023","no","no",0,145.1,116,233.7,82,208.7,95,7.9,5,2,"False."
"2520","MO",15,"415","417-9814","no","no",0,135.2,101,152.5,79,224.8,83,8.4,5,2,"False."
"2521","DC",123,"408","387-3422","no","yes",28,124.7,105,250.4,78,216.4,128,7.8,8,1,"False."
"2522","PA",137,"415","365-1664","no","no",0,215.9,76,145.4,118,186.9,129,12.1,4,1,"False."
"2523","TN",106,"415","367-2436","no","no",0,119.2,142,228.4,139,197.9,61,8.4,9,2,"False."
"2524","NJ",88,"510","344-6258","no","no",0,144.3,116,156.4,74,214.7,90,7.8,10,3,"False."
"2525","VA",106,"415","353-8928","no","no",0,235.2,121,220.6,87,236.3,91,11.8,4,1,"False."
"2526","TN",95,"510","365-7784","no","no",0,174,57,281.1,118,197.2,94,9.7,2,0,"False."
"2527","NJ",57,"510","330-2635","yes","no",0,115,65,122.3,96,245,75,6.4,1,0,"True."
"2528","WA",184,"408","344-3131","no","no",0,151.7,93,178.5,77,229.1,111,13.1,8,2,"False."
"2529","AR",109,"510","378-4294","no","no",0,153.1,102,234.1,77,329.2,74,9.9,9,3,"False."
"2530","WI",127,"415","343-9365","no","no",0,218.6,93,149.9,130,204.6,131,9.2,5,2,"False."
"2531","WA",82,"510","362-5579","no","no",0,265.2,122,178.7,102,174.7,90,10.7,9,2,"False."
"2532","RI",180,"415","366-7616","no","no",0,143.3,134,180.5,113,184.2,87,10.1,4,1,"False."
"2533","ME",174,"415","397-2870","no","no",0,190.3,98,252.7,70,220.6,97,7.2,9,2,"False."
"2534","CO",92,"415","408-3262","no","no",0,184.7,60,262,73,239.5,120,12.3,6,2,"True."
"2535","CO",81,"408","372-9091","no","no",0,115.3,99,224.7,117,152.5,98,18,2,1,"False."
"2536","RI",125,"408","410-3159","no","no",0,113,108,169.2,107,156.6,61,9.2,5,2,"True."
"2537","CT",119,"408","344-5181","no","no",0,294.2,100,232.5,53,195,64,9,1,0,"True."
"2538","NC",122,"415","396-8662","no","no",0,215.6,86,167.8,59,207,67,6.4,8,3,"False."
"2539","WY",34,"408","339-6446","no","no",0,128.8,80,208.7,93,202.1,103,14,7,1,"False."
"2540","OR",138,"415","384-7236","yes","yes",28,211.2,117,312.5,98,178,118,10.7,2,3,"True."
"2541","FL",90,"415","353-5257","no","yes",24,71.2,82,181.6,103,186.9,111,12.9,1,1,"False."
"2542","KY",73,"408","369-7295","no","no",0,94.9,121,253.2,83,175.1,86,14.2,2,2,"False."
"2543","SC",19,"510","408-5322","no","no",0,259.4,116,269.7,109,175.3,130,9.5,3,1,"True."
"2544","WA",120,"408","344-9620","no","yes",28,215.8,123,285.2,76,192.1,78,6.9,3,1,"False."
"2545","MT",160,"415","329-8436","no","no",0,97.5,113,268.1,69,255.3,62,13.2,4,3,"False."
"2546","PA",141,"510","414-6739","no","no",0,146.5,121,169.9,125,238.8,112,8.2,5,0,"False."
"2547","MA",90,"408","406-1730","no","no",0,157.9,72,234,93,210,86,12.2,5,2,"False."
"2548","VT",72,"415","336-9327","no","no",0,139.9,117,223.6,96,240.8,93,12.7,4,2,"False."
"2549","MN",117,"408","378-7418","no","yes",21,153.2,112,263.3,110,135,85,11.9,7,1,"False."
"2550","IL",79,"408","412-6019","yes","no",0,103.5,134,319.3,111,239.9,124,8.4,4,2,"False."
"2551","AR",87,"408","390-4789","no","no",0,185.8,119,192.3,83,200,96,6.6,4,1,"False."
"2552","MD",102,"415","386-9774","no","no",0,129.5,56,354.2,118,145.5,93,10.9,3,1,"False."
"2553","MT",49,"408","353-8970","no","no",0,236.6,91,220.9,146,146.8,114,8.9,2,1,"False."
"2554","VT",67,"408","410-5370","no","no",0,260.4,107,208.2,104,207.9,115,10,2,6,"False."
"2555","CO",107,"415","404-4421","no","no",0,167.3,100,163.9,79,185.9,100,6.7,5,2,"False."
"2556","NC",190,"408","409-3353","no","no",0,182.2,101,212.3,95,233,123,9.3,4,2,"False."
"2557","WA",118,"510","422-2571","no","no",0,113,80,150.1,87,204.3,115,10.8,4,2,"False."
"2558","TN",120,"415","412-3404","no","no",0,185.7,133,235.1,149,256.4,78,16.9,6,0,"False."
"2559","AR",94,"408","333-2964","no","no",0,136.2,114,165.1,118,137.9,71,9.6,5,0,"False."
"2560","DC",115,"510","406-6669","no","yes",29,222.6,81,190.3,109,201.2,87,11.5,2,1,"False."
"2561","MN",61,"415","409-8802","no","no",0,197.3,67,264.5,106,210.5,116,9,6,1,"False."
"2562","IA",143,"510","354-6183","no","yes",33,141.4,130,186.4,114,210,111,7.7,6,1,"False."
"2563","KS",110,"510","354-2434","no","no",0,208,69,95.1,94,178.5,129,8,11,1,"False."
"2564","ND",104,"415","389-7620","no","no",0,118.5,92,177.8,109,255.7,98,12.1,4,1,"False."
"2565","MT",16,"510","338-1724","no","no",0,153.2,65,229.7,90,148.2,94,10.7,8,1,"False."
"2566","IL",183,"510","399-1750","no","no",0,108.3,87,183.6,116,176.6,109,13.5,2,0,"False."
"2567","DC",147,"408","354-8914","no","no",0,168.6,92,187.7,107,216.5,95,14.4,8,2,"False."
"2568","KY",58,"415","409-2983","no","no",0,247.2,116,303.7,103,105.4,94,9.3,2,2,"True."
"2569","MS",102,"510","329-9689","yes","no",0,224.2,81,243.3,90,147.8,66,12,8,3,"False."
"2570","TN",123,"415","337-8950","no","no",0,166.9,98,221.8,77,243.9,114,12.8,4,3,"False."
"2571","IA",64,"415","374-1836","no","yes",43,118.4,100,144.1,108,158.1,91,8.5,6,1,"False."
"2572","AK",103,"510","359-9454","no","no",0,190.9,62,226.6,53,230.1,96,7.8,3,2,"False."
"2573","MN",152,"415","378-9542","no","no",0,317.8,60,152.9,100,123.4,63,10.4,7,1,"True."
"2574","WV",124,"415","344-1970","no","no",0,312,112,180,109,168.6,94,12.8,4,1,"True."
"2575","OR",97,"415","417-2774","no","no",0,146,121,203,141,151.8,120,13.3,2,1,"False."
"2576","MS",131,"415","333-9002","no","no",0,131.6,95,179.3,109,251.2,129,15.5,3,1,"True."
"2577","ME",57,"415","369-8576","no","yes",33,193.4,105,231.6,79,226.2,90,11.1,11,2,"False."
"2578","MN",157,"510","372-6920","no","no",0,185.1,92,213,85,196.1,85,8.5,5,2,"False."
"2579","GA",194,"510","333-6575","no","no",0,193.3,106,169,150,225.2,122,11.8,4,0,"False."
"2580","DC",66,"415","410-1190","no","no",0,146.4,107,196.5,99,230.1,106,7.8,2,1,"False."
"2581","GA",155,"510","376-1641","no","no",0,71.2,90,304.4,119,183.3,103,8.6,4,0,"False."
"2582","NY",123,"415","329-6731","no","no",0,123.2,104,190,117,170.3,95,12.9,5,4,"True."
"2583","OK",116,"510","393-3976","no","no",0,205,90,140.9,114,272.6,96,7.5,4,2,"False."
"2584","OK",63,"415","388-7355","no","no",0,128.7,78,240.8,133,237.7,121,12.8,6,1,"False."
"2585","GA",64,"510","412-7791","no","no",0,216.9,78,211,115,179.8,116,11.4,5,3,"False."
"2586","NJ",96,"510","368-6111","no","no",0,150,122,218.5,116,212.4,89,9.8,1,3,"False."
"2587","MN",53,"415","401-9420","no","no",0,164.1,106,206,56,194.7,124,11.4,2,1,"False."
"2588","ME",105,"510","352-5750","no","no",0,212,113,226.6,128,193.6,114,8.9,7,3,"False."
"2589","MI",53,"510","417-3702","no","yes",37,167.3,99,194.7,99,236.7,112,12,9,2,"False."
"2590","MT",101,"415","353-5714","no","no",0,154.4,130,217.2,101,185.4,52,13.9,4,1,"False."
"2591","NE",129,"510","409-9494","no","yes",30,177.3,95,211.8,102,240.2,108,9.3,7,3,"False."
"2592","ND",122,"408","395-1901","no","no",0,231.2,141,267.8,136,240.3,100,8.8,5,1,"True."
"2593","VA",163,"415","378-8342","no","no",0,202.9,100,178.6,46,203.8,116,12.8,3,5,"False."
"2594","VT",93,"408","417-6044","no","no",0,149.6,120,200.7,85,181.2,107,14.3,9,0,"False."
"2595","OH",115,"510","348-1163","yes","no",0,345.3,81,203.4,106,217.5,107,11.8,8,1,"True."
"2596","AL",25,"408","337-4600","no","no",0,264.9,80,281.2,66,166.1,80,8.4,4,1,"True."
"2597","DC",73,"408","355-5922","no","no",0,122,92,138.3,114,224.2,128,5.8,5,1,"False."
"2598","ND",120,"415","369-5810","no","no",0,177.2,88,270.4,99,231.5,90,14,2,2,"False."
"2599","TN",196,"415","340-8291","no","no",0,133.1,80,206.5,120,221.6,96,10.3,8,1,"False."
"2600","DE",97,"510","354-7397","no","no",0,225.1,90,279.5,127,233.8,103,8.8,4,0,"True."
"2601","NY",148,"408","407-7464","no","no",0,208.4,120,174.4,99,310.7,105,11.2,4,1,"False."
"2602","AL",85,"408","386-6411","no","yes",30,173.1,107,247.2,101,158.7,104,11.5,5,1,"False."
"2603","OK",86,"510","397-3746","yes","no",0,162.4,131,167,102,128.9,118,11.4,2,2,"True."
"2604","MS",78,"415","410-5236","no","yes",13,281.2,93,178.2,101,244.2,129,6.4,5,2,"False."
"2605","MD",106,"415","409-2412","no","no",0,208.3,89,169.4,67,102,90,15.9,4,3,"False."
"2606","NE",147,"415","400-7280","no","yes",38,243.4,126,273.8,109,282.9,91,14.1,8,2,"False."
"2607","AR",145,"415","332-5820","no","no",0,224.2,89,314.9,121,182.9,121,16.1,3,1,"True."
"2608","IL",91,"415","373-4483","no","no",0,189.3,100,239.3,107,89.7,89,9.9,3,3,"False."
"2609","IN",81,"408","347-6717","no","yes",46,168.3,124,270.9,103,222.5,98,6.7,2,4,"False."
"2610","UT",116,"415","380-2929","no","yes",24,232.9,90,152.1,94,344.3,82,10.7,6,1,"False."
"2611","LA",69,"415","420-7692","no","yes",37,155,98,142.4,105,143.7,117,5.9,4,1,"False."
"2612","ID",135,"510","380-6437","no","no",0,154.4,130,203.8,90,158.7,59,11.8,3,0,"False."
"2613","KY",73,"510","377-8309","no","no",0,234.7,102,195.7,110,253.4,71,8.4,8,2,"False."
"2614","MI",48,"415","407-2718","no","no",0,240,88,141,117,128.9,137,7.1,9,1,"False."
"2615","NH",125,"415","357-1938","yes","no",0,298.4,78,270.5,142,107.3,84,12.2,2,0,"True."
"2616","WV",100,"415","381-3735","no","no",0,166,102,236.1,97,134.3,93,10.9,4,1,"False."
"2617","OR",165,"415","409-8453","no","yes",33,111.6,140,213.3,111,267.6,115,16,3,0,"False."
"2618","SD",64,"415","395-6758","no","no",0,174.5,98,180.2,103,179,89,10.7,2,2,"False."
"2619","MD",116,"510","399-5424","yes","yes",27,175.5,137,210.6,60,294.8,121,6.9,5,1,"False."
"2620","ND",147,"408","409-4671","yes","yes",35,157.5,109,189.6,67,227,76,11.1,2,3,"True."
"2621","TN",115,"415","374-6525","no","no",0,206.2,113,176.4,102,297.1,119,11,7,1,"False."
"2622","MO",84,"415","406-8665","no","yes",35,207.5,138,201,116,164.5,107,7.5,16,4,"False."
"2623","IL",86,"510","342-7716","no","yes",16,144.8,105,206.2,111,255.4,117,11.6,2,4,"False."
"2624","UT",134,"415","417-2221","no","no",0,258.8,85,129.5,114,193.6,106,10.9,7,2,"False."
"2625","MI",105,"415","376-5213","no","no",0,226.9,106,182.2,77,203.9,107,11.6,2,0,"True."
"2626","AR",88,"408","348-7448","no","no",0,152.9,119,171.2,107,257,106,12,5,2,"False."
"2627","TX",90,"408","328-8179","no","yes",27,156.7,51,236.5,118,123.2,111,12.6,6,2,"False."
"2628","AK",86,"408","389-4602","no","no",0,150.8,85,295.9,88,247.2,104,12.5,1,1,"False."
"2629","TN",37,"415","413-2238","no","no",0,221,126,204.5,110,118,98,6.8,3,4,"False."
"2630","NH",141,"415","402-3370","no","yes",32,322.4,92,283.2,107,209.5,111,6.7,3,1,"True."
"2631","NM",148,"408","348-6008","no","no",0,153.6,148,262.1,87,225.5,99,9.8,3,2,"False."
"2632","MN",163,"408","371-5655","no","yes",22,215.1,91,138.9,102,146.2,109,12.4,2,2,"False."
"2633","IA",89,"415","374-5224","no","yes",35,174.4,108,196.7,100,127.4,74,11.8,3,1,"False."
"2634","RI",63,"415","371-1187","no","no",0,180.5,126,230,98,232.5,73,10.6,3,0,"False."
"2635","AL",102,"415","337-1100","no","no",0,123.1,106,182,102,244.6,75,12.6,7,2,"False."
"2636","NC",76,"510","421-8141","no","no",0,165.7,94,257.4,80,170.8,114,10,4,1,"False."
"2637","SD",104,"408","406-2678","no","no",0,200.2,92,118.7,87,236.6,65,6,6,2,"False."
"2638","MT",109,"510","415-9649","no","no",0,154.8,82,287.7,109,208.4,80,5.9,9,3,"False."
"2639","HI",105,"510","364-8128","no","no",0,125.4,116,261.5,95,241.6,104,11.4,9,2,"False."
"2640","MT",63,"415","356-7817","no","yes",33,184.2,111,312.6,89,264,55,12.2,4,1,"False."
"2641","KY",105,"415","404-6357","no","yes",24,274.7,99,193.5,118,299.6,109,10.8,3,3,"False."
"2642","DC",68,"415","398-2138","yes","yes",39,142,140,241.6,89,302,72,11.3,5,1,"False."
"2643","CO",63,"408","378-8029","yes","yes",21,151.5,99,147.8,89,210.4,114,10,4,1,"False."
"2644","MI",74,"415","386-4215","no","no",0,124.8,114,133,121,160.3,85,10.6,7,3,"False."
"2645","AL",76,"415","367-8156","no","no",0,179.2,85,222.9,66,188.2,113,12.4,2,0,"False."
"2646","KS",91,"408","382-8079","yes","no",0,246.4,110,182,98,157.6,106,12.1,2,2,"True."
"2647","NC",101,"415","354-2985","no","no",0,232.7,114,186.4,123,153.3,122,11.5,6,5,"False."
"2648","SC",116,"408","373-6922","no","no",0,288,120,255.8,90,233.4,99,13.4,4,0,"True."
"2649","CO",131,"415","397-7125","no","yes",23,170.8,145,236.7,93,294.5,100,12.7,1,1,"False."
"2650","MN",84,"415","333-6296","no","no",0,216.1,114,197.5,107,217.8,104,9.8,3,1,"False."
"2651","WY",104,"415","365-6022","no","no",0,138.7,100,215.4,58,164.3,98,4.9,4,2,"False."
"2652","FL",108,"510","365-1688","no","no",0,210.7,112,238.7,73,253.6,90,9.2,5,3,"False."
"2653","NY",111,"415","382-4872","no","no",0,181.8,117,158.1,91,266.2,123,9.7,9,0,"False."
"2654","OK",155,"408","367-6136","no","yes",30,61.6,103,255.1,110,225.9,96,12.4,5,1,"False."
"2655","ME",66,"510","404-3592","no","no",0,207.7,85,196.7,112,261.7,83,6.8,3,1,"False."
"2656","NE",64,"510","415-2949","no","no",0,219.2,73,167,65,161.4,119,10,5,1,"False."
"2657","OH",69,"415","375-8880","no","no",0,227,122,258.7,111,169.7,87,8.9,1,2,"False."
"2658","CT",116,"415","335-6832","no","no",0,245.9,73,240.1,87,158.7,89,8.9,5,3,"False."
"2659","DC",101,"415","361-8367","no","no",0,257.3,84,184.8,115,108.9,109,13.5,7,0,"False."
"2660","OK",15,"415","408-2002","no","no",0,121.1,130,216,86,235.1,33,16.1,5,2,"False."
"2661","NJ",88,"415","347-8659","no","no",0,301.5,136,257.7,72,132.9,118,13.4,2,4,"True."
"2662","IA",197,"415","376-2922","no","no",0,233.9,96,218.9,111,182.9,109,9.5,3,0,"False."
"2663","VA",50,"415","382-2182","yes","no",0,99.6,108,308.7,102,161.2,62,13.7,6,2,"True."
"2664","VA",172,"510","408-2089","no","no",0,169.8,123,183.1,94,395,72,12.7,7,2,"False."
"2665","NM",188,"415","369-6890","yes","yes",26,198.8,115,166.6,67,198.5,118,14.4,3,1,"True."
"2666","FL",85,"408","347-2951","yes","no",0,116.2,86,229.7,127,204.2,109,10.1,3,3,"False."
"2667","RI",103,"510","420-6324","yes","no",0,255.9,128,140.9,92,308.9,130,12.1,2,1,"True."
"2668","NJ",136,"408","402-7650","no","yes",27,187.7,84,221,147,145.7,110,10,4,3,"False."
"2669","NE",155,"408","391-2702","no","yes",21,195.9,91,213.9,84,88.2,111,8.6,4,0,"False."
"2670","WV",145,"415","383-3375","no","no",0,129.4,97,185.4,101,204.7,106,1.1,2,2,"False."
"2671","WY",116,"510","392-2733","no","yes",12,221,108,151,118,179,80,9,6,2,"False."
"2672","SC",152,"408","397-9933","no","no",0,140.5,92,186.8,96,227,89,9.5,5,2,"False."
"2673","MS",65,"415","383-9306","yes","no",0,277.9,123,155.8,112,256.9,71,9.2,10,0,"True."
"2674","ND",180,"415","369-1929","no","no",0,224.9,105,250,101,216.1,73,6.7,5,3,"True."
"2675","IL",67,"415","369-4377","no","no",0,109.1,117,217.4,124,188.4,141,12.8,6,0,"False."
"2676","OR",60,"415","366-9430","no","no",0,207.8,109,123.5,112,291.6,115,5.7,9,0,"False."
"2677","UT",138,"510","353-7407","no","no",0,205.9,96,257.1,94,209,63,12.1,8,0,"False."
"2678","IA",44,"415","359-7426","no","no",0,308.6,139,150.8,94,198.7,66,7.3,3,4,"True."
"2679","ME",25,"510","332-7391","no","no",0,242.6,69,209,117,219.7,82,14.4,6,2,"False."
