"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn","Mahalanobis","Outlier","Test_Split"
"2228","SC",41,"408","417-6906","no","no",0,237.8,92,223.5,155,217.4,90,10.2,6,2,"False.",13.3906170117532,FALSE,0.302662048954517
"2230","OH",83,"415","376-5375","no","yes",25,191.3,95,250.7,136,249.4,86,17.6,5,2,"False.",15.8326383858767,FALSE,0.934783352771774
"2231","NC",109,"510","361-9839","yes","no",0,209.1,141,205,93,119.4,111,7.8,3,2,"False.",9.94192868784003,FALSE,0.568717029877007
"2233","ID",104,"510","403-6565","no","no",0,97.2,88,155.6,85,261.6,105,12.4,5,0,"False.",8.28271702486499,FALSE,0.220802745083347
"2234","WA",89,"510","346-5287","no","no",0,137.9,96,192.6,63,255.7,125,11,5,1,"False.",7.97732910039042,FALSE,0.877961175283417
"2235","WV",127,"510","413-6769","no","no",0,224.3,112,185.7,103,159.4,83,10,1,2,"False.",6.16212638203675,FALSE,0.467288806336001
"2236","RI",117,"408","370-5042","no","yes",13,207.6,65,152.7,77,232.8,95,9.7,3,1,"False.",7.76513011589653,FALSE,0.54234981467016
"2237","KS",128,"510","397-9486","no","no",0,268.1,95,120.5,126,220.8,121,14.4,6,2,"False.",12.2153116210203,FALSE,0.78439817391336
"2238","NV",88,"415","364-3286","no","no",0,166.7,61,179.3,88,242.7,131,6.8,7,4,"True.",15.7310868942035,FALSE,0.647870272397995
"2239","NE",61,"408","420-8897","no","no",0,267.1,104,180.4,131,230.6,106,17.3,4,1,"True.",14.4550070676988,FALSE,0.144893147051334
"2240","FL",22,"415","378-9506","no","no",0,181.8,108,198.6,148,206.6,96,9.3,3,2,"False.",11.3697050364924,FALSE,0.321637377142906
"2241","WY",78,"415","399-6259","no","no",0,147.1,80,199.7,100,160.7,106,13.7,7,0,"False.",7.6823635558611,FALSE,0.951055582612753
"2243","CO",192,"415","401-6392","no","no",0,185,88,224.9,98,212.4,105,11.4,3,2,"False.",7.43954151082474,FALSE,0.188198490999639
"2244","WI",70,"415","379-9859","no","no",0,156.4,108,171,116,196.1,96,8.6,4,2,"False.",2.93570693938361,FALSE,0.750404248479754
"2245","KS",148,"510","415-4051","no","no",0,239.3,84,195.7,85,232.6,104,10.9,3,1,"False.",5.8438174642465,FALSE,0.459158475277945
"2246","RI",65,"415","368-5612","no","yes",29,215.5,129,161.9,77,128.3,91,8.8,5,2,"False.",11.4607722482212,FALSE,0.141365048941225
"2247","MT",119,"510","374-5301","no","no",0,134.9,70,211.5,74,188.5,105,11.3,6,1,"False.",6.72096837207644,FALSE,0.205193076049909
"2248","CO",80,"415","406-5710","no","no",0,194.8,116,209.9,93,194.1,100,12.8,3,0,"False.",4.273358670924,FALSE,0.675293499603868
"2249","CT",152,"408","354-7077","no","yes",20,239.1,105,209.1,111,268.2,130,13.3,3,5,"False.",17.9542904313524,FALSE,0.138030210509896
"2250","FL",113,"510","343-3340","no","no",0,92.6,85,177.6,92,159.8,72,14.4,4,3,"False.",10.0439246920766,FALSE,0.415543700801209
"2251","VT",75,"510","377-8267","no","no",0,209.4,133,211.5,121,291.2,123,7.2,4,1,"False.",10.853213738004,FALSE,0.451247031800449
"2252","OH",80,"415","382-2453","no","no",0,197.6,83,164.5,86,94,98,6.4,6,1,"False.",10.7295490972975,FALSE,0.622946569696069
"2253","NH",148,"408","333-7449","no","no",0,17.6,121,161.7,125,203.1,82,10.6,6,1,"False.",16.1520450987386,FALSE,0.251174297416583
"2254","RI",63,"415","366-4287","yes","no",0,62.9,112,202.9,111,259,58,8.9,8,1,"False.",16.3174047419999,FALSE,0.464153463719413
"2255","FL",97,"415","415-2285","no","yes",28,202.3,97,69.2,84,257.6,64,6.7,3,1,"False.",17.5467168341522,FALSE,0.165509229060262
"2256","MD",166,"415","381-1328","no","no",0,136.1,116,181.4,93,131.4,108,11.3,4,0,"False.",8.25888226228802,FALSE,0.857806453481317
"2257","WY",94,"408","344-4022","no","no",0,207,109,167.4,80,238.2,117,2.6,6,1,"False.",12.6605993393799,FALSE,0.156551897292957
"2259","TN",80,"415","351-7309","yes","no",0,276.5,122,195.6,79,210.3,78,7.2,3,1,"True.",9.7900433497607,FALSE,0.893417771905661
"2261","IN",88,"415","408-4870","yes","yes",25,288.5,114,203.4,74,228.4,117,13,5,1,"False.",10.8529378303303,FALSE,0.300620508380234
"2262","IA",100,"408","378-9478","no","no",0,210.9,85,329.3,69,127.1,78,9.4,5,4,"False.",18.0431774816472,FALSE,0.752086671069264
"2265","GA",18,"408","394-6382","no","no",0,197,97,203.7,107,202,105,8.7,3,3,"False.",6.99729134014164,FALSE,0.401606647996232
"2266","AK",126,"415","333-5295","no","yes",31,278,88,253.2,65,223.2,114,8.7,4,0,"False.",14.1914941844474,FALSE,0.448558106087148
"2267","UT",144,"510","370-2451","no","yes",37,219.9,102,222.1,77,118.5,111,10,4,1,"False.",11.3168666242324,FALSE,0.159673980204388
"2268","MS",29,"510","401-6982","no","no",0,313.2,103,216.3,151,218.4,106,12.8,4,2,"True.",18.2337091984572,FALSE,0.144515851279721
"2269","AR",86,"408","329-8115","no","yes",16,145.7,88,191,129,215.5,82,11.3,7,0,"False.",8.15924180315571,FALSE,0.149180392036214
"2271","AK",146,"415","397-5911","no","no",0,195.9,86,228.6,82,303.5,94,12.2,4,3,"False.",10.0597326616789,FALSE,0.514434259850532
"2273","WV",74,"510","392-6073","no","no",0,124,102,262.1,101,268.2,98,11.7,2,2,"False.",7.08665925872614,FALSE,0.492827306268737
"2274","CT",48,"415","419-6564","no","no",0,171.9,98,159,127,139.5,101,7.6,3,2,"False.",7.74654344611762,FALSE,0.616342768538743
"2276","NV",105,"415","376-4540","yes","no",0,228.4,100,145.1,108,245.3,140,7.7,7,0,"False.",11.7185921223344,FALSE,0.447422890691087
"2280","OR",80,"415","375-4900","no","no",0,113.2,86,185.5,97,237.3,145,9.5,5,1,"False.",9.49790346608077,FALSE,0.221834201132879
"2281","MS",38,"415","420-8953","no","yes",25,142.4,106,313.7,109,126.6,117,13.4,6,2,"False.",15.6513445553399,FALSE,0.850963223958388
"2282","NC",107,"415","376-4035","no","yes",38,204.2,57,205.9,92,286.5,80,8.3,4,0,"False.",17.473073491003,FALSE,0.267346206121147
"2283","CO",140,"415","344-5206","no","no",0,149.7,71,212.5,97,245.9,67,12.6,4,3,"False.",9.94187377257596,FALSE,0.598600273253396
"2285","PA",114,"415","417-4266","no","no",0,155.3,75,169.9,87,207,133,12.6,5,2,"False.",7.33265471333308,FALSE,0.608599697239697
"2286","MN",46,"408","351-6574","no","no",0,156.4,105,185.5,98,226.7,96,11.8,3,1,"False.",3.80022218988443,FALSE,0.992158440407366
"2287","NM",118,"415","372-8925","no","yes",42,148.7,105,167.3,105,270.6,105,10.4,7,0,"False.",12.9596956751605,FALSE,0.191189960809425
"2288","UT",37,"510","340-5678","no","no",0,271.7,112,155.1,96,199.5,97,6.6,4,3,"False.",10.6946799605972,FALSE,0.753390584606677
"2290","MS",98,"415","336-7155","yes","yes",23,245.5,54,292.7,83,184,90,10.8,7,1,"False.",15.4417377900325,FALSE,0.242387337144464
"2291","NV",113,"510","342-8167","no","no",0,245.3,108,259.9,140,204.3,115,10.7,2,3,"True.",10.7778139719505,FALSE,0.327452220022678
"2293","VA",121,"415","357-7064","no","no",0,134.1,112,195.1,104,159.6,139,10.5,2,2,"False.",7.99718512169678,FALSE,0.997424143599346
"2294","NJ",59,"510","347-5354","yes","yes",31,225,78,191.3,79,226.7,79,9.1,3,1,"False.",9.51259880993042,FALSE,0.438059504376724
"2295","WV",59,"510","362-9391","no","no",0,189.7,100,115.9,133,220.6,115,7.4,4,0,"False.",10.734760390421,FALSE,0.997688744915649
"2296","OR",190,"415","386-8984","no","no",0,142.9,96,177.9,96,113.3,117,6.6,4,0,"False.",14.0165168743675,FALSE,0.196719169151038
"2297","KY",109,"415","384-6372","no","no",0,175.6,80,238,94,198.4,103,10.2,6,1,"False.",3.11835231742285,FALSE,0.111476795747876
"2298","MO",136,"415","358-1329","no","no",0,92.4,109,219,115,212.6,80,12.9,4,2,"False.",6.99247564841517,FALSE,0.250736450543627
"2299","TX",86,"510","400-7987","no","no",0,92.8,92,159.6,87,148.7,115,8.8,5,1,"False.",6.87501958751291,FALSE,0.680476603098214
"2300","MN",100,"415","327-8732","no","yes",27,221.7,100,236.1,70,192.7,91,8,4,0,"False.",7.91428462014978,FALSE,0.577254296746105
"2301","FL",106,"510","389-6955","no","no",0,159.6,94,276.8,118,223.5,65,8.8,3,0,"False.",9.78371057365274,FALSE,0.416347296210006
"2302","PA",104,"415","396-1800","no","no",0,144.5,107,180.5,85,226,94,17,6,2,"False.",8.91503593948945,FALSE,0.729181243572384
"2303","WV",129,"415","349-4979","no","no",0,159.1,100,202.5,90,233.1,96,11.5,6,2,"False.",2.59027718339898,FALSE,0.574189733015373
"2305","OK",93,"415","418-4658","no","yes",32,116.9,120,232.4,97,127.7,112,11,9,0,"False.",15.3459066810191,FALSE,0.5776351490058
"2306","NE",123,"415","330-6208","no","no",0,150,98,89.8,95,326,91,11.1,3,3,"False.",14.1649093111912,FALSE,0.589999127434567
"2307","DE",99,"415","416-6628","no","no",0,254.4,120,159.3,92,264.4,94,6,5,1,"False.",8.48735827632822,FALSE,0.222928340081125
"2308","MI",61,"415","349-5617","no","yes",33,270.7,53,200.7,116,201.7,102,10.9,3,3,"False.",15.6369220822494,FALSE,0.103492298629135
"2309","IL",71,"415","397-8051","no","no",0,207,112,173.8,96,178.4,61,12.1,3,1,"False.",7.46221314771312,FALSE,0.736506026936695
"2310","UT",4,"510","413-6346","yes","no",0,145.3,89,303.8,93,206.1,82,8.9,4,0,"False.",13.7531075584566,FALSE,0.612403756240383
"2311","IL",148,"408","395-9270","no","yes",25,230.7,102,233.8,109,215.8,90,13.5,2,3,"False.",9.03365043076873,FALSE,0.951212360523641
"2312","WA",141,"415","401-7575","no","no",0,151.5,104,242.2,114,304.2,109,10.8,2,1,"False.",9.16800053494629,FALSE,0.959875865606591
"2313","NM",56,"408","332-5964","no","no",0,146.1,57,196.2,97,310.1,110,9.2,3,0,"False.",14.4591818251351,FALSE,0.744836050085723
"2314","MD",160,"415","348-3338","no","no",0,256,111,187.4,61,119.1,81,11.5,4,3,"False.",15.2566808860534,FALSE,0.434830145677552
"2315","VA",43,"408","387-5411","no","yes",35,200.2,105,244.4,88,207.2,97,11.6,4,3,"False.",9.48994539896254,FALSE,0.174775137333199
"2316","MT",42,"415","378-7872","no","no",0,150.7,52,246.7,96,103.8,118,7,4,2,"False.",15.7776923580516,FALSE,0.435288068838418
"2317","CT",135,"415","389-6037","yes","no",0,186,107,66,94,213.1,105,12.9,4,1,"False.",9.67368158027775,FALSE,0.762458187760785
"2318","AL",106,"415","349-3732","no","no",0,212.9,110,187,69,128.1,71,6.3,3,3,"False.",12.1379776038737,FALSE,0.919029311044142
"2319","WV",106,"510","347-9738","no","no",0,194.8,133,213.4,73,190.8,92,11.5,7,0,"False.",8.63413301004216,FALSE,0.906697582919151
"2320","MO",83,"415","380-6074","no","yes",30,272.5,105,253,83,180.8,123,8.7,6,3,"False.",12.3148826381529,FALSE,0.815512828994542
"2321","ND",110,"415","338-4307","no","no",0,135.1,109,205.2,99,166.3,119,11.7,4,1,"False.",3.22138710746485,FALSE,0.199752942658961
"2325","LA",124,"510","348-4316","no","no",0,143.3,120,230.7,111,214.3,91,7.8,2,4,"True.",9.07666563368413,FALSE,0.478948525618762
"2326","UT",110,"415","375-3826","no","no",0,271.1,108,237,122,239.9,122,9.8,5,2,"True.",7.28896231955455,FALSE,0.590393368853256
"2329","KY",122,"415","363-9969","no","no",0,168.3,96,87.6,91,247.2,87,8.4,6,1,"False.",8.72299467416832,FALSE,0.950890234904364
"2330","AL",137,"415","350-4367","no","no",0,104.7,115,249.8,144,192.3,99,8.9,2,1,"False.",11.9521493772512,FALSE,0.162743138615042
"2331","IN",69,"510","348-1592","no","no",0,135.4,101,238.1,124,195.6,102,10.6,2,1,"False.",5.28237872050186,FALSE,0.921506262617186
"2333","FL",103,"415","380-6413","no","no",0,158.7,90,198.4,117,181.1,76,10.5,4,1,"False.",3.55530042145457,FALSE,0.127775072818622
"2334","NM",16,"510","367-9259","no","no",0,144.8,84,164.9,141,231.5,75,8.2,4,2,"False.",13.9694298213743,FALSE,0.662739590508863
"2335","AL",119,"415","404-8765","no","no",0,98.8,97,146.9,68,190.7,105,10,4,3,"False.",8.04502605322676,FALSE,0.784041927428916
"2336","MN",124,"510","371-6284","yes","no",0,157.8,71,203.2,114,168.7,82,10,2,3,"True.",7.31623089954218,FALSE,0.764613161794841
"2337","NY",122,"415","403-9468","no","yes",37,163,107,312.8,118,200,85,11.6,5,1,"False.",12.1237327819413,FALSE,0.672570310533047
"2339","KS",67,"510","366-4426","no","no",0,129,78,188,116,235,102,11.2,3,2,"False.",5.15577356346846,FALSE,0.115665902383626
"2340","WV",84,"408","354-4752","no","no",0,86,83,260.7,86,98.6,109,8.9,4,1,"False.",10.9603107802523,FALSE,0.851301487535238
"2341","ID",101,"510","406-4768","no","yes",17,193.9,71,189.8,81,196.3,97,12.6,7,0,"False.",8.09884369156955,FALSE,0.617961594834924
"2342","LA",40,"510","367-9257","no","no",0,109.4,107,244.7,102,276.9,123,7.1,7,0,"False.",13.7129516601551,FALSE,0.836411555996165
"2343","MI",61,"415","342-8348","no","no",0,188.9,105,153.6,116,213.3,106,10.2,2,2,"False.",4.39076176883979,FALSE,0.169928224757314
"2345","CA",95,"415","341-3270","no","no",0,183.4,98,281.3,95,105.2,113,8.2,8,1,"False.",11.2663399812969,FALSE,0.323469731258228
"2347","LA",114,"415","356-8982","no","no",0,169.2,96,149.9,83,196.9,119,4.6,4,2,"False.",8.05836907531333,FALSE,0.269682724494487
"2348","IL",68,"415","340-6908","yes","yes",29,195.5,113,171.6,96,204,85,13.5,9,1,"True.",11.338203784284,FALSE,0.825261356076226
"2349","AL",149,"415","348-6659","no","yes",20,264.4,102,219.6,123,200.4,89,11.3,3,2,"False.",7.14393798004905,FALSE,0.933661737013608
"2350","CT",22,"408","345-2401","no","no",0,207.7,116,210.6,99,238.2,88,9.6,5,0,"False.",7.94181863744722,FALSE,0.127791483653709
"2352","TX",152,"415","422-1799","no","no",0,141.5,102,263,94,207.1,113,3.4,4,2,"False.",11.2200721145667,FALSE,0.913337606238201
"2353","VA",118,"408","404-2877","no","no",0,154.8,71,244,73,159.6,81,12.8,4,0,"False.",9.80895094584988,FALSE,0.605233947746456
"2354","MO",101,"415","417-7913","yes","no",0,133.5,51,219.6,96,210,74,11.7,4,1,"False.",10.3057584987239,FALSE,0.400285166455433
"2355","MT",102,"408","399-2457","no","no",0,273.2,85,211.1,82,203.7,129,13.1,7,2,"True.",11.0475641047251,FALSE,0.665795303415507
"2356","ND",118,"408","419-3427","no","no",0,224.6,94,225.9,120,269,105,12.5,8,2,"False.",8.36830067249551,FALSE,0.767599277198315
"2357","FL",105,"415","358-2490","no","no",0,273.8,97,289.7,106,269.1,126,5.8,3,2,"True.",13.2670268841332,FALSE,0.521895700134337
"2358","WI",153,"510","349-3112","no","no",0,159.5,103,275.5,90,176.7,126,10.1,2,1,"True.",8.27737167527788,FALSE,0.394507517106831
"2359","KY",71,"415","414-5422","no","no",0,104,92,197,125,110.1,123,14.6,8,0,"False.",16.6674125151493,FALSE,0.965786833548918
"2361","IN",68,"415","386-9724","no","no",0,222.1,107,199.4,102,162.4,107,9.4,3,2,"False.",3.22129022085076,FALSE,0.153308271663263
"2362","MA",66,"415","416-7393","no","no",0,116.4,98,95.6,74,181.5,94,10.5,3,3,"False.",10.4528229461358,FALSE,0.696839065523818
"2364","VT",116,"415","408-4911","no","no",0,129.4,84,157.3,89,215.5,77,13.3,3,0,"False.",7.90329460426891,FALSE,0.727785873226821
"2366","VA",112,"408","380-5667","no","yes",29,198.8,122,238.6,114,289.5,69,11.5,5,1,"False.",11.0782095741608,FALSE,0.108379415469244
"2367","MS",122,"408","402-8930","no","yes",45,147.8,85,147.4,93,203.5,110,14,5,1,"False.",12.8594373764633,FALSE,0.464568545576185
"2368","AK",74,"415","336-6533","no","no",0,262.3,114,198.9,96,165.9,90,6.6,5,3,"False.",8.1849808028076,FALSE,0.642125536222011
"2369","WY",90,"415","359-9992","no","no",0,246.4,83,160.3,88,170.9,99,7.6,7,1,"False.",7.66970014635161,FALSE,0.397110937861726
"2370","NY",112,"415","391-1737","no","no",0,174.3,123,140.2,124,215.4,89,9,6,4,"True.",9.65053812143083,FALSE,0.990430257050321
"2371","NC",85,"510","404-2871","no","no",0,183.4,111,168.8,98,199.7,97,9.9,4,4,"False.",5.24672917717743,FALSE,0.678708809893578
"2372","IL",100,"415","420-6121","no","no",0,191.9,95,200.9,101,271.9,74,18.2,3,1,"False.",14.0112925470154,FALSE,0.315318457549438
"2373","OH",114,"415","369-4012","no","no",0,187.8,109,154.6,97,213.9,102,10.1,3,2,"False.",2.13565647746409,FALSE,0.153769260039553
"2374","RI",83,"510","357-2294","no","no",0,259.7,106,152.7,116,224.7,92,10.2,2,0,"False.",7.48837036288099,FALSE,0.301251735771075
"2378","ND",101,"415","364-5510","no","yes",36,123.7,125,172.6,106,280.5,127,8.8,4,1,"True.",13.0724502805823,FALSE,0.310483304318041
"2379","OR",112,"510","396-6462","no","no",0,206.2,122,164.5,94,140.3,101,12.6,7,3,"False.",8.14067627330109,FALSE,0.742438868619502
"2380","ND",56,"510","384-5335","no","no",0,164.3,92,233.7,107,187.3,104,11.8,1,2,"False.",5.33729834723872,FALSE,0.960092212306336
"2382","WV",64,"415","357-2748","no","yes",22,200.4,80,131.1,84,230.7,67,7.6,5,1,"False.",10.7611674523651,FALSE,0.415802662726492
"2383","VA",123,"408","386-7976","no","no",0,154.3,107,183,111,54,134,10.9,8,0,"False.",18.0791101165851,FALSE,0.522235407261178
"2385","CT",40,"510","361-1900","yes","no",0,220.8,100,265.7,106,212.8,94,6.4,3,0,"False.",8.86077392324622,FALSE,0.629841805435717
"2386","NM",132,"408","405-3848","no","no",0,214.6,78,251.7,98,240.8,88,13.9,2,0,"False.",9.91170798798174,FALSE,0.353413787204772
"2387","CT",120,"408","344-1136","yes","no",0,202,123,184.3,78,176,89,7.4,2,2,"True.",6.67306105286298,FALSE,0.42471465212293
"2389","SC",161,"510","343-2592","no","no",0,297.9,141,238.1,107,240.5,93,8.9,5,1,"True.",13.3865741417527,FALSE,0.963768790708855
"2390","SC",130,"415","396-4410","no","no",0,212.8,102,189.8,137,170.1,105,10.6,4,0,"True.",6.76345485633178,FALSE,0.680998486932367
"2391","NY",122,"510","397-3943","no","no",0,145.6,102,284.7,111,228.2,91,12.2,5,0,"False.",6.78588967994183,FALSE,0.718463884433731
"2392","MT",130,"408","347-3821","no","yes",19,152.9,87,213.2,99,205.3,114,10.8,6,2,"False.",3.5172083210774,FALSE,0.170629765372723
"2393","WY",90,"510","400-8069","no","no",0,125.4,158,269.1,83,238.6,103,11,7,1,"False.",15.3001390406884,FALSE,0.203609089134261
"2394","NE",139,"415","346-5349","no","yes",25,138.3,96,80.6,79,163.7,83,8.3,8,0,"False.",17.2330920479545,FALSE,0.876549711916596
"2395","IN",57,"415","345-5089","no","no",0,189.3,157,174.9,70,221.9,117,11.2,5,3,"False.",16.6505541131668,FALSE,0.837522525573149
"2396","CO",128,"510","410-4613","no","no",0,199.3,86,194.8,102,298.2,82,14.3,2,4,"False.",13.9683421549421,FALSE,0.720627042464912
"2397","WY",127,"510","356-4706","yes","no",0,247.5,99,108.5,118,232,72,10.6,3,2,"False.",9.70336941095793,FALSE,0.28106337110512
"2398","MD",107,"415","347-3406","no","no",0,294.9,71,192.8,78,148.1,87,13.2,5,1,"True.",12.8449738910061,FALSE,0.209990896750242
"2399","OK",177,"408","333-9133","no","no",0,175.4,99,155.3,83,179.4,86,11.5,3,1,"False.",7.31356026050021,FALSE,0.49415031960234
"2400","SD",121,"415","392-2459","no","no",0,179.4,70,143,93,116.3,113,11.2,5,1,"False.",8.60850320731537,FALSE,0.521752808243036
"2401","SC",99,"510","401-3685","yes","yes",39,126.8,94,293.6,115,174.1,91,8.4,4,0,"False.",13.4457478268655,FALSE,0.219831811729819
"2402","NY",126,"415","352-7752","yes","no",0,239.7,87,281.7,92,183.5,113,11.4,1,1,"True.",8.89976587132086,FALSE,0.763106702361256
"2405","WA",56,"408","376-2550","no","no",0,210.4,80,176.6,96,149.7,56,15.5,4,1,"False.",13.8132079353242,FALSE,0.711485945153981
"2406","ID",92,"415","333-4594","no","yes",29,201.3,130,203.7,115,129.9,113,6.4,6,1,"True.",11.2790932933132,FALSE,0.840887599159032
"2407","MN",81,"510","375-2522","no","no",0,145.6,59,287.9,131,181.7,121,9.2,4,2,"False.",12.8158121384639,FALSE,0.930821072077379
"2408","TX",139,"510","388-2240","yes","yes",31,203.5,82,200.3,72,214,112,13.4,6,1,"True.",9.88615980313168,FALSE,0.662091647274792
"2409","AZ",68,"415","420-1782","no","no",0,232.4,76,153.3,103,214.6,107,10.5,2,1,"False.",6.05697775085623,FALSE,0.269942219369113
"2410","DE",183,"415","384-8890","no","yes",8,86.5,119,285.2,97,180.4,133,8.7,2,2,"False.",16.3357487246836,FALSE,0.21823346032761
"2411","CO",90,"408","371-4788","no","no",0,109.9,102,220.8,114,104,133,10.9,6,0,"False.",11.9010973063843,FALSE,0.867818171158433
"2413","WI",89,"415","373-4264","no","no",0,326.3,112,165.1,110,162.9,97,7.5,1,1,"True.",13.3778138360091,FALSE,0.850026724394411
"2415","IL",16,"415","342-2013","yes","no",0,110,91,147.3,75,190.5,73,6.4,7,0,"False.",17.0700895855977,FALSE,0.523933076998219
"2416","DC",114,"415","354-5689","no","no",0,147.1,119,161,111,275.9,106,9,3,5,"True.",13.2992093114022,FALSE,0.435462701832876
"2417","IA",113,"510","335-8427","no","no",0,156,141,256.8,72,175.3,123,11.9,5,2,"False.",11.104684998738,FALSE,0.931294746464118
"2418","GA",120,"408","409-6753","no","no",0,98.2,99,186.7,85,146.7,96,9.3,4,2,"False.",4.94108735023503,FALSE,0.164550395915285
"2419","AK",115,"415","349-1756","no","no",0,210.6,120,153.1,84,262.2,79,11,5,0,"False.",7.59214067593705,FALSE,0.378788392059505
"2420","CA",37,"510","328-8980","no","no",0,239.9,120,261.6,88,207.1,88,8.9,4,2,"True.",8.28263959319978,FALSE,0.138044937048107
"2421","MN",100,"415","399-2151","yes","no",0,159.9,94,179.9,95,154.4,102,11.6,2,2,"True.",3.18361138962348,FALSE,0.149721077177674
"2422","CO",132,"415","379-9524","no","no",0,197.8,66,133.9,119,177.3,94,10.9,3,4,"True.",11.1659326294529,FALSE,0.676447247387841
"2423","KY",38,"408","352-9947","no","yes",36,115.4,98,166.2,83,184.7,79,15.2,6,2,"False.",15.0749273614968,FALSE,0.562116155866534
"2425","MT",97,"415","416-7013","no","yes",15,117.6,97,196.3,126,157.4,113,6.4,3,1,"False.",7.85881313259756,FALSE,0.471648442791775
"2426","KY",55,"415","345-4551","no","yes",28,105.3,82,197.4,109,187.5,91,8.6,6,2,"False.",8.64077632662573,FALSE,0.811100168619305
"2427","WV",75,"415","405-9864","no","no",0,111.7,121,237.3,119,253.5,110,13.1,6,1,"False.",8.4678858662514,FALSE,0.962388532236218
"2428","ID",83,"415","350-4297","no","no",0,159.3,104,202.3,98,229,73,9.5,3,2,"False.",3.58914566456831,FALSE,0.515409884043038
"2430","MA",101,"415","400-4244","no","yes",21,238,88,209.6,84,233,95,10,5,2,"False.",4.15312269639526,FALSE,0.703722769627348
"2431","MD",120,"415","417-2608","no","yes",40,128.1,99,247.7,78,199.7,121,15.6,3,0,"False.",15.8240895213042,FALSE,0.180879510007799
"2432","SD",183,"415","372-2990","no","yes",31,171.2,104,193.6,74,196.5,85,10.2,4,1,"False.",9.90092769987903,FALSE,0.35496694711037
"2434","KY",80,"415","330-3008","no","no",0,220,114,207.7,76,168.4,137,12.1,3,2,"False.",8.89275218545726,FALSE,0.152553702704608
"2436","NY",112,"415","404-9504","no","yes",23,286.6,79,315.3,102,193.9,101,10.3,6,1,"False.",12.8305208471513,FALSE,0.280148076126352
"2437","NM",63,"510","405-8753","no","no",0,207.6,96,229,112,162.6,131,13.3,2,1,"False.",8.05449953188071,FALSE,0.387450202135369
"2438","CA",105,"415","409-9911","no","yes",31,109.6,108,249.3,119,321.2,101,8.3,4,4,"True.",17.7684756300715,FALSE,0.634158786386251
"2439","ID",92,"415","394-4260","no","no",0,197.2,113,242.3,116,192,76,11,5,2,"False.",4.27834590148677,FALSE,0.707063608802855
"2440","WY",177,"415","380-9063","no","no",0,175.7,120,168.6,90,198.9,110,14.6,4,1,"False.",8.55120272560542,FALSE,0.326018318766728
"2441","NM",118,"510","395-4509","no","no",0,205.2,115,184.8,137,176.1,115,7,6,0,"False.",9.25785205438437,FALSE,0.965183315100148
"2442","HI",111,"408","401-6671","no","yes",13,193.1,104,111.6,98,227.4,94,12.1,4,1,"False.",4.47374366273673,FALSE,0.696454447461292
"2443","ID",82,"510","405-7204","no","yes",34,232.6,121,153.2,115,286.7,77,4.7,3,3,"False.",17.787718052355,FALSE,0.161078194156289
"2444","NC",74,"415","329-5377","no","no",0,102.7,89,149.3,100,188.1,114,11,5,0,"False.",6.69996405910601,FALSE,0.369062241632491
"2446","GA",131,"408","380-9879","no","no",0,197,79,201,114,151.2,111,11.6,5,1,"False.",4.73957073397334,FALSE,0.30221775919199
"2447","AL",125,"408","384-9243","no","no",0,169.3,90,156,138,210.8,106,11.6,6,2,"False.",6.58511146236094,FALSE,0.457965767476708
"2448","ME",19,"415","404-5597","no","no",0,201.5,123,129.2,110,220.6,98,12.9,4,1,"False.",10.065033554405,FALSE,0.823282746365294
"2449","VA",138,"415","359-7521","no","no",0,251,119,91.2,96,142.2,87,13.8,3,3,"False.",14.4355215505391,FALSE,0.232539350865409
"2450","ID",119,"415","327-4795","no","no",0,230.4,117,225,101,198.5,111,7.6,6,3,"False.",5.78157406686012,FALSE,0.402322225272655
"2451","NY",137,"510","338-7955","no","no",0,109.8,120,230.5,86,255.8,103,11.9,6,1,"False.",6.85468299638169,FALSE,0.971612802939489
"2452","NC",182,"415","379-6970","no","no",0,279.5,118,203.2,113,174.2,101,10.7,4,2,"True.",9.68421882302546,FALSE,0.124420745996758
"2453","OH",135,"415","351-7807","no","no",0,173.4,107,222,84,64.2,94,13.7,6,1,"False.",12.0738891025068,FALSE,0.63029007660225
"2454","HI",134,"415","342-9394","no","yes",38,214.4,93,211.7,57,165,79,10,8,1,"False.",16.3511775934818,FALSE,0.703867005882785
"2455","DC",45,"415","384-6264","no","no",0,96.1,103,246.8,134,229.7,92,9.7,4,1,"False.",9.92429132903957,FALSE,0.591200284194201
"2456","TN",129,"408","352-4534","no","no",0,101.4,145,249.1,116,157.6,107,7.1,6,1,"False.",12.9232725317298,FALSE,0.996516271261498
"2458","MD",130,"415","364-9567","no","yes",45,174.5,120,217.5,95,220.3,67,12.2,2,1,"False.",14.2477196941013,FALSE,0.990072537912056
"2459","LA",163,"408","371-5875","no","yes",23,224,126,233.5,89,293.9,104,8.8,4,1,"False.",10.4222562849573,FALSE,0.745306309312582
"2460","HI",105,"415","383-6489","no","no",0,211.1,99,176.7,66,221.5,96,14.7,7,4,"False.",13.0877378940538,FALSE,0.436749597778544
"2461","FL",119,"415","345-7117","no","no",0,109.2,96,153.1,80,240,102,9.8,5,2,"False.",5.08666373569241,FALSE,0.153006548760459
