"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn","Mahalanobis","Outlier"
"2383","VA",123,"408","386-7976","no","no",0,154.3,107,183,111,54,134,10.9,8,0,"False.",17.3240111481154,FALSE
"2384","ID",68,"510","403-9199","no","yes",30,122.9,93,233.5,91,199.5,144,9.6,2,2,"False.",13.1997760220084,FALSE
"2385","CT",40,"510","361-1900","yes","no",0,220.8,100,265.7,106,212.8,94,6.4,3,0,"False.",9.22890962216107,FALSE
"2386","NM",132,"408","405-3848","no","no",0,214.6,78,251.7,98,240.8,88,13.9,2,0,"False.",9.56008512224736,FALSE
"2387","CT",120,"408","344-1136","yes","no",0,202,123,184.3,78,176,89,7.4,2,2,"True.",6.52678010190494,FALSE
"2389","SC",161,"510","343-2592","no","no",0,297.9,141,238.1,107,240.5,93,8.9,5,1,"True.",13.2707121221089,FALSE
"2390","SC",130,"415","396-4410","no","no",0,212.8,102,189.8,137,170.1,105,10.6,4,0,"True.",6.75599370279342,FALSE
"2391","NY",122,"510","397-3943","no","no",0,145.6,102,284.7,111,228.2,91,12.2,5,0,"False.",6.81151271531094,FALSE
"2392","MT",130,"408","347-3821","no","yes",19,152.9,87,213.2,99,205.3,114,10.8,6,2,"False.",3.68921428669138,FALSE
"2393","WY",90,"510","400-8069","no","no",0,125.4,158,269.1,83,238.6,103,11,7,1,"False.",15.314013851429,FALSE
"2394","NE",139,"415","346-5349","no","yes",25,138.3,96,80.6,79,163.7,83,8.3,8,0,"False.",16.8587253730965,FALSE
"2395","IN",57,"415","345-5089","no","no",0,189.3,157,174.9,70,221.9,117,11.2,5,3,"False.",16.0292091633199,FALSE
"2396","CO",128,"510","410-4613","no","no",0,199.3,86,194.8,102,298.2,82,14.3,2,4,"False.",14.3796731281987,FALSE
"2397","WY",127,"510","356-4706","yes","no",0,247.5,99,108.5,118,232,72,10.6,3,2,"False.",9.61736207553683,FALSE
"2398","MD",107,"415","347-3406","no","no",0,294.9,71,192.8,78,148.1,87,13.2,5,1,"True.",11.9567559625261,FALSE
"2399","OK",177,"408","333-9133","no","no",0,175.4,99,155.3,83,179.4,86,11.5,3,1,"False.",7.30534549753358,FALSE
"2400","SD",121,"415","392-2459","no","no",0,179.4,70,143,93,116.3,113,11.2,5,1,"False.",8.46330777102849,FALSE
"2401","SC",99,"510","401-3685","yes","yes",39,126.8,94,293.6,115,174.1,91,8.4,4,0,"False.",13.5518526754715,FALSE
"2402","NY",126,"415","352-7752","yes","no",0,239.7,87,281.7,92,183.5,113,11.4,1,1,"True.",8.89051530801703,FALSE
"2404","WV",21,"415","332-5582","no","no",0,91.9,109,198.4,111,171.7,125,13,7,2,"False.",12.7652001164645,FALSE
"2405","WA",56,"408","376-2550","no","no",0,210.4,80,176.6,96,149.7,56,15.5,4,1,"False.",14.1989310794271,FALSE
"2406","ID",92,"415","333-4594","no","yes",29,201.3,130,203.7,115,129.9,113,6.4,6,1,"True.",11.110281819753,FALSE
"2407","MN",81,"510","375-2522","no","no",0,145.6,59,287.9,131,181.7,121,9.2,4,2,"False.",13.0790433001295,FALSE
"2408","TX",139,"510","388-2240","yes","yes",31,203.5,82,200.3,72,214,112,13.4,6,1,"True.",10.1573546678118,FALSE
"2409","AZ",68,"415","420-1782","no","no",0,232.4,76,153.3,103,214.6,107,10.5,2,1,"False.",5.90475790281317,FALSE
"2410","DE",183,"415","384-8890","no","yes",8,86.5,119,285.2,97,180.4,133,8.7,2,2,"False.",17.760124908676,FALSE
"2411","CO",90,"408","371-4788","no","no",0,109.9,102,220.8,114,104,133,10.9,6,0,"False.",11.6702883175682,FALSE
"2412","WI",165,"408","360-5636","no","no",0,156,88,276.1,81,175.9,94,9.3,5,1,"False.",7.87404635651821,FALSE
"2413","WI",89,"415","373-4264","no","no",0,326.3,112,165.1,110,162.9,97,7.5,1,1,"True.",12.9904329401793,FALSE
"2415","IL",16,"415","342-2013","yes","no",0,110,91,147.3,75,190.5,73,6.4,7,0,"False.",17.1602425594341,FALSE
"2416","DC",114,"415","354-5689","no","no",0,147.1,119,161,111,275.9,106,9,3,5,"True.",14.2999953084357,FALSE
"2417","IA",113,"510","335-8427","no","no",0,156,141,256.8,72,175.3,123,11.9,5,2,"False.",10.9889957335568,FALSE
"2418","GA",120,"408","409-6753","no","no",0,98.2,99,186.7,85,146.7,96,9.3,4,2,"False.",5.04482203347761,FALSE
"2419","AK",115,"415","349-1756","no","no",0,210.6,120,153.1,84,262.2,79,11,5,0,"False.",7.98412441624829,FALSE
"2420","CA",37,"510","328-8980","no","no",0,239.9,120,261.6,88,207.1,88,8.9,4,2,"True.",8.14724825584139,FALSE
"2421","MN",100,"415","399-2151","yes","no",0,159.9,94,179.9,95,154.4,102,11.6,2,2,"True.",3.1488562516247,FALSE
"2422","CO",132,"415","379-9524","no","no",0,197.8,66,133.9,119,177.3,94,10.9,3,4,"True.",11.9447489089172,FALSE
"2423","KY",38,"408","352-9947","no","yes",36,115.4,98,166.2,83,184.7,79,15.2,6,2,"False.",15.0838038285356,FALSE
"2425","MT",97,"415","416-7013","no","yes",15,117.6,97,196.3,126,157.4,113,6.4,3,1,"False.",7.87254010139625,FALSE
"2426","KY",55,"415","345-4551","no","yes",28,105.3,82,197.4,109,187.5,91,8.6,6,2,"False.",8.22214725504915,FALSE
"2427","WV",75,"415","405-9864","no","no",0,111.7,121,237.3,119,253.5,110,13.1,6,1,"False.",8.55169611614948,FALSE
"2428","ID",83,"415","350-4297","no","no",0,159.3,104,202.3,98,229,73,9.5,3,2,"False.",3.5382271178198,FALSE
"2430","MA",101,"415","400-4244","no","yes",21,238,88,209.6,84,233,95,10,5,2,"False.",4.24382941773102,FALSE
"2431","MD",120,"415","417-2608","no","yes",40,128.1,99,247.7,78,199.7,121,15.6,3,0,"False.",16.5496978992421,FALSE
"2432","SD",183,"415","372-2990","no","yes",31,171.2,104,193.6,74,196.5,85,10.2,4,1,"False.",10.7404921796759,FALSE
"2433","PA",75,"510","353-9998","no","no",0,109,88,259.3,120,182.1,119,13.3,3,4,"True.",12.9200989556992,FALSE
"2434","KY",80,"415","330-3008","no","no",0,220,114,207.7,76,168.4,137,12.1,3,2,"False.",8.66425413334558,FALSE
"2435","ID",88,"415","384-8629","no","no",0,55.6,65,242.7,121,176.3,134,11.3,4,0,"False.",16.3967490568955,FALSE
"2436","NY",112,"415","404-9504","no","yes",23,286.6,79,315.3,102,193.9,101,10.3,6,1,"False.",12.4478878646661,FALSE
"2437","NM",63,"510","405-8753","no","no",0,207.6,96,229,112,162.6,131,13.3,2,1,"False.",7.89008399421827,FALSE
"2439","ID",92,"415","394-4260","no","no",0,197.2,113,242.3,116,192,76,11,5,2,"False.",4.34114809525928,FALSE
"2440","WY",177,"415","380-9063","no","no",0,175.7,120,168.6,90,198.9,110,14.6,4,1,"False.",8.71872786644309,FALSE
"2441","NM",118,"510","395-4509","no","no",0,205.2,115,184.8,137,176.1,115,7,6,0,"False.",9.22753145699986,FALSE
"2442","HI",111,"408","401-6671","no","yes",13,193.1,104,111.6,98,227.4,94,12.1,4,1,"False.",4.5413377627048,FALSE
"2444","NC",74,"415","329-5377","no","no",0,102.7,89,149.3,100,188.1,114,11,5,0,"False.",6.72123511867524,FALSE
"2446","GA",131,"408","380-9879","no","no",0,197,79,201,114,151.2,111,11.6,5,1,"False.",4.56144402584191,FALSE
"2447","AL",125,"408","384-9243","no","no",0,169.3,90,156,138,210.8,106,11.6,6,2,"False.",6.62772148514612,FALSE
"2448","ME",19,"415","404-5597","no","no",0,201.5,123,129.2,110,220.6,98,12.9,4,1,"False.",10.5899391637465,FALSE
"2449","VA",138,"415","359-7521","no","no",0,251,119,91.2,96,142.2,87,13.8,3,3,"False.",13.9510512928324,FALSE
"2450","ID",119,"415","327-4795","no","no",0,230.4,117,225,101,198.5,111,7.6,6,3,"False.",5.86095119877819,FALSE
"2451","NY",137,"510","338-7955","no","no",0,109.8,120,230.5,86,255.8,103,11.9,6,1,"False.",7.0826710437399,FALSE
"2452","NC",182,"415","379-6970","no","no",0,279.5,118,203.2,113,174.2,101,10.7,4,2,"True.",9.49127917112361,FALSE
"2453","OH",135,"415","351-7807","no","no",0,173.4,107,222,84,64.2,94,13.7,6,1,"False.",11.7049006742993,FALSE
"2454","HI",134,"415","342-9394","no","yes",38,214.4,93,211.7,57,165,79,10,8,1,"False.",16.1756922740721,FALSE
"2455","DC",45,"415","384-6264","no","no",0,96.1,103,246.8,134,229.7,92,9.7,4,1,"False.",9.89594541921275,FALSE
"2456","TN",129,"408","352-4534","no","no",0,101.4,145,249.1,116,157.6,107,7.1,6,1,"False.",12.7496995427077,FALSE
"2457","VT",142,"415","378-4617","no","no",0,232.5,74,181.8,142,203.1,86,10.4,6,4,"False.",14.3371228777859,FALSE
"2458","MD",130,"415","364-9567","no","yes",45,174.5,120,217.5,95,220.3,67,12.2,2,1,"False.",14.5822382188562,FALSE
"2459","LA",163,"408","371-5875","no","yes",23,224,126,233.5,89,293.9,104,8.8,4,1,"False.",11.1566503741913,FALSE
"2460","HI",105,"415","383-6489","no","no",0,211.1,99,176.7,66,221.5,96,14.7,7,4,"False.",12.9395517783719,FALSE
"2461","FL",119,"415","345-7117","no","no",0,109.2,96,153.1,80,240,102,9.8,5,2,"False.",5.23042646449979,FALSE
"2462","WY",78,"408","384-3902","no","no",0,220,95,179.9,121,188.2,109,11.5,5,0,"False.",4.82877713134649,FALSE
"2463","NE",92,"415","386-2759","no","no",0,181.4,98,164.5,98,171,110,10.9,4,2,"False.",1.79152342452357,FALSE
"2464","WY",146,"415","356-1270","no","yes",11,180.7,82,173.7,90,231.5,89,10.1,4,2,"False.",4.09954541006144,FALSE
"2465","OR",125,"408","379-1336","no","yes",32,96.5,109,145.8,109,174.4,82,9.4,2,1,"False.",10.5286088903461,FALSE
"2466","IN",88,"415","354-7201","no","no",0,183.5,93,170.5,80,193.8,88,8.3,5,3,"False.",4.42707207577979,FALSE
"2467","MD",83,"408","404-5057","no","yes",38,107.9,90,140.4,94,253.6,79,10.5,2,0,"False.",14.1730368893407,FALSE
"2468","TN",3,"510","407-8012","yes","no",0,161,96,244.9,82,180.8,103,7.7,6,1,"False.",10.0085140039052,FALSE
"2470","WA",48,"510","328-1373","no","no",0,149.2,146,161.9,109,197.9,109,8.3,2,3,"False.",12.270129035926,FALSE
"2471","MS",189,"415","411-6501","no","no",0,227.8,124,169.5,112,201.1,91,5.6,4,3,"False.",13.0387195596421,FALSE
"2472","OH",95,"415","329-8056","no","yes",23,160.3,87,202.4,101,191.1,122,7.4,3,0,"False.",6.93633866631904,FALSE
"2473","IN",129,"415","415-4564","no","no",0,137.8,120,225.8,110,145.2,95,10.2,6,1,"True.",4.80962775608817,FALSE
"2474","CO",66,"408","329-6192","no","yes",40,141.7,87,268.3,89,241.3,68,8.5,7,0,"False.",16.2437507999216,FALSE
"2475","TX",80,"510","384-3904","no","yes",22,196.4,115,150.3,109,176.2,75,9.3,1,0,"False.",9.36208137945531,FALSE
"2476","AK",1,"408","373-1028","no","no",0,175.2,74,151.7,79,230.5,109,5.3,3,1,"False.",14.8753811270496,FALSE
"2477","WV",84,"408","369-1220","no","no",0,146.8,133,171.7,73,234.5,69,9.9,3,1,"False.",9.54199278222272,FALSE
"2478","MA",96,"415","359-9369","no","no",0,173.9,111,287.4,105,204.8,91,9.1,7,1,"False.",5.60161840501485,FALSE
"2479","TN",123,"415","415-3016","no","yes",34,305.2,80,156.5,109,280,81,13.2,7,1,"False.",18.0122307332924,FALSE
"2480","ID",116,"510","414-7090","yes","yes",29,162.3,91,279.3,79,192.7,131,11.7,2,3,"True.",14.2045350328802,FALSE
"2481","DE",105,"415","350-2250","yes","no",0,150,106,293.8,123,250.7,65,10.3,7,3,"False.",13.0790864800706,FALSE
"2482","VA",80,"415","383-9355","no","no",0,197.5,114,206.9,119,163.6,109,11.3,4,1,"False.",3.2992194697412,FALSE
"2483","MT",157,"408","417-3257","no","no",0,240.2,67,153,98,249,72,10.2,6,2,"False.",11.5209548534348,FALSE
"2484","ID",67,"510","336-8010","no","yes",30,186.2,117,286.7,76,164.3,113,12.9,3,2,"False.",11.7093711137031,FALSE
"2486","MD",79,"415","358-4412","no","yes",17,236.7,95,263.5,56,259.6,107,12,4,1,"False.",11.0078310346206,FALSE
"2487","MS",76,"408","368-8972","no","no",0,173.2,93,131.2,80,170.9,104,5.4,3,0,"False.",10.0088789095982,FALSE
"2488","WA",111,"510","407-9841","no","no",0,152.2,114,137.2,102,185.9,97,9.8,3,0,"False.",4.9069149966888,FALSE
"2489","OH",94,"415","393-5208","no","no",0,181.3,135,182.4,108,180.6,103,6.7,2,0,"False.",8.45040740452808,FALSE
"2490","RI",143,"408","332-2889","no","no",0,167.8,72,211,99,153.5,109,10.5,6,4,"True.",10.029029836436,FALSE
"2491","AR",109,"510","374-5530","no","no",0,175.4,125,250.7,87,289.3,74,9.8,9,1,"False.",12.7697961376071,FALSE
"2492","AZ",138,"415","332-3381","no","no",0,87.6,112,266.9,107,214.6,104,9.8,10,2,"False.",12.8025281225174,FALSE
"2493","SC",73,"415","344-9347","no","no",0,203.3,45,141.9,87,200.7,71,8.5,6,0,"False.",16.2596523317095,FALSE
"2495","AL",148,"415","393-4528","no","yes",21,262.9,135,149.5,96,140.5,109,8.1,4,1,"False.",11.5039679483654,FALSE
"2496","NE",103,"408","347-2378","no","no",0,160.8,91,155.8,82,254.3,103,8.5,3,1,"False.",4.65692330279108,FALSE
"2497","MT",143,"408","385-2699","no","yes",22,141.8,116,167.3,99,178.1,130,7.8,3,1,"False.",8.66020006308578,FALSE
"2499","NV",89,"415","352-7915","no","no",0,134.9,59,156,152,197.5,112,10.2,5,1,"False.",14.4961075164287,FALSE
"2500","CA",120,"415","375-5547","no","no",0,252.1,110,226.1,103,155.6,83,13.8,3,1,"False.",6.81992068791361,FALSE
"2501","UT",121,"415","337-2348","no","yes",41,215.5,95,241.8,92,147,108,9.6,3,1,"False.",10.6574230567524,FALSE
"2502","IL",101,"415","342-8702","no","no",0,124.8,66,257.2,85,193.2,115,13.4,4,0,"False.",9.94035074471034,FALSE
"2503","DC",115,"408","393-5802","no","no",0,178.7,114,271,96,245.9,94,16.4,5,2,"False.",9.82956618438697,FALSE
"2504","IN",168,"415","384-2219","no","no",0,183.2,131,179.2,73,292.8,100,9.9,5,2,"False.",11.6534289986482,FALSE
"2505","NM",90,"415","347-6164","no","no",0,167.5,96,139.1,104,138.4,87,13,1,1,"False.",7.41092012634225,FALSE
"2506","MS",70,"510","376-9940","no","no",0,147.1,105,200,135,234.9,65,12.5,9,3,"False.",15.6730876332404,FALSE
"2507","VT",138,"415","354-4352","no","no",0,230.1,107,212,120,174.9,119,13.2,4,1,"False.",5.66676746138831,FALSE
"2508","VT",43,"408","331-8713","no","no",0,135.8,125,163.2,88,229.8,106,12.6,3,0,"False.",9.07699411389119,FALSE
"2509","UT",117,"510","341-3663","no","yes",20,205.7,98,136.1,107,159.4,147,8.7,3,2,"False.",11.3249921912111,FALSE
"2510","KY",108,"408","376-4665","no","no",0,73.8,105,143.4,114,170.2,98,10.9,3,2,"False.",6.98006271580273,FALSE
"2511","VA",118,"408","421-9034","no","no",0,189.3,119,233.5,112,270.9,104,10,1,2,"False.",6.97674285663008,FALSE
"2512","OH",169,"408","401-5169","no","no",0,147.2,115,161.9,123,142.1,103,7.2,6,3,"False.",10.8395256633616,FALSE
"2513","AZ",62,"408","370-8262","no","yes",42,137.3,95,184.2,94,231.4,70,10.2,3,0,"False.",13.3275326220434,FALSE
"2515","VA",44,"408","356-4146","no","no",0,204.6,117,205.2,94,164.6,84,10.7,5,0,"False.",6.92496741325614,FALSE
"2516","MD",111,"510","372-8883","no","no",0,123.1,88,213.9,84,184.9,88,12,2,5,"True.",13.1633255478208,FALSE
"2517","MA",127,"510","336-1880","no","yes",19,129.7,115,160.8,101,265,63,12.2,3,2,"False.",9.48805018171792,FALSE
"2518","IL",151,"415","347-5843","yes","no",0,198.7,70,209.5,106,281.9,126,12.4,4,0,"False.",11.6805249080835,FALSE
"2519","LA",53,"415","370-8023","no","no",0,145.1,116,233.7,82,208.7,95,7.9,5,2,"False.",5.25226978862642,FALSE
"2520","MO",15,"415","417-9814","no","no",0,135.2,101,152.5,79,224.8,83,8.4,5,2,"False.",9.41439126745641,FALSE
"2521","DC",123,"408","387-3422","no","yes",28,124.7,105,250.4,78,216.4,128,7.8,8,1,"False.",12.3054938054563,FALSE
"2522","PA",137,"415","365-1664","no","no",0,215.9,76,145.4,118,186.9,129,12.1,4,1,"False.",8.33487904368758,FALSE
"2524","NJ",88,"510","344-6258","no","no",0,144.3,116,156.4,74,214.7,90,7.8,10,3,"False.",12.9534602902762,FALSE
"2525","VA",106,"415","353-8928","no","no",0,235.2,121,220.6,87,236.3,91,11.8,4,1,"False.",4.48557823500122,FALSE
"2526","TN",95,"510","365-7784","no","no",0,174,57,281.1,118,197.2,94,9.7,2,0,"False.",11.7995378842792,FALSE
"2527","NJ",57,"510","330-2635","yes","no",0,115,65,122.3,96,245,75,6.4,1,0,"True.",17.3303823656725,FALSE
"2528","WA",184,"408","344-3131","no","no",0,151.7,93,178.5,77,229.1,111,13.1,8,2,"False.",11.5667344448762,FALSE
"2529","AR",109,"510","378-4294","no","no",0,153.1,102,234.1,77,329.2,74,9.9,9,3,"False.",16.534129766334,FALSE
"2530","WI",127,"415","343-9365","no","no",0,218.6,93,149.9,130,204.6,131,9.2,5,2,"False.",7.69260338718289,FALSE
"2531","WA",82,"510","362-5579","no","no",0,265.2,122,178.7,102,174.7,90,10.7,9,2,"False.",9.97196949185703,FALSE
"2532","RI",180,"415","366-7616","no","no",0,143.3,134,180.5,113,184.2,87,10.1,4,1,"False.",8.69923841622135,FALSE
"2533","ME",174,"415","397-2870","no","no",0,190.3,98,252.7,70,220.6,97,7.2,9,2,"False.",13.3064119080306,FALSE
"2534","CO",92,"415","408-3262","no","no",0,184.7,60,262,73,239.5,120,12.3,6,2,"True.",11.2270205571617,FALSE
"2535","CO",81,"408","372-9091","no","no",0,115.3,99,224.7,117,152.5,98,18,2,1,"False.",13.5931327275076,FALSE
"2536","RI",125,"408","410-3159","no","no",0,113,108,169.2,107,156.6,61,9.2,5,2,"True.",7.95979161463148,FALSE
"2538","NC",122,"415","396-8662","no","no",0,215.6,86,167.8,59,207,67,6.4,8,3,"False.",15.5607266288429,FALSE
"2539","WY",34,"408","339-6446","no","no",0,128.8,80,208.7,93,202.1,103,14,7,1,"False.",8.86265860105438,FALSE
"2540","OR",138,"415","384-7236","yes","yes",28,211.2,117,312.5,98,178,118,10.7,2,3,"True.",14.5462406982863,FALSE
"2541","FL",90,"415","353-5257","no","yes",24,71.2,82,181.6,103,186.9,111,12.9,1,1,"False.",10.8013292416517,FALSE
"2542","KY",73,"408","369-7295","no","no",0,94.9,121,253.2,83,175.1,86,14.2,2,2,"False.",10.479451118481,FALSE
"2543","SC",19,"510","408-5322","no","no",0,259.4,116,269.7,109,175.3,130,9.5,3,1,"True.",12.8512311054327,FALSE
"2544","WA",120,"408","344-9620","no","yes",28,215.8,123,285.2,76,192.1,78,6.9,3,1,"False.",12.5105058199459,FALSE
"2545","MT",160,"415","329-8436","no","no",0,97.5,113,268.1,69,255.3,62,13.2,4,3,"False.",17.6670683729359,FALSE
"2546","PA",141,"510","414-6739","no","no",0,146.5,121,169.9,125,238.8,112,8.2,5,0,"False.",7.90691722803538,FALSE
"2547","MA",90,"408","406-1730","no","no",0,157.9,72,234,93,210,86,12.2,5,2,"False.",4.46004145488297,FALSE
"2548","VT",72,"415","336-9327","no","no",0,139.9,117,223.6,96,240.8,93,12.7,4,2,"False.",4.37716730054822,FALSE
"2549","MN",117,"408","378-7418","no","yes",21,153.2,112,263.3,110,135,85,11.9,7,1,"False.",7.58483757895661,FALSE
"2550","IL",79,"408","412-6019","yes","no",0,103.5,134,319.3,111,239.9,124,8.4,4,2,"False.",15.21158680338,FALSE
"2551","AR",87,"408","390-4789","no","no",0,185.8,119,192.3,83,200,96,6.6,4,1,"False.",4.34723839419248,FALSE
"2553","MT",49,"408","353-8970","no","no",0,236.6,91,220.9,146,146.8,114,8.9,2,1,"False.",12.333239139761,FALSE
"2555","CO",107,"415","404-4421","no","no",0,167.3,100,163.9,79,185.9,100,6.7,5,2,"False.",4.3479555966583,FALSE
"2556","NC",190,"408","409-3353","no","no",0,182.2,101,212.3,95,233,123,9.3,4,2,"False.",8.63989941517575,FALSE
"2557","WA",118,"510","422-2571","no","no",0,113,80,150.1,87,204.3,115,10.8,4,2,"False.",5.72163110974453,FALSE
"2559","AR",94,"408","333-2964","no","no",0,136.2,114,165.1,118,137.9,71,9.6,5,0,"False.",8.9264671244379,FALSE
"2560","DC",115,"510","406-6669","no","yes",29,222.6,81,190.3,109,201.2,87,11.5,2,1,"False.",6.8391170936345,FALSE
"2561","MN",61,"415","409-8802","no","no",0,197.3,67,264.5,106,210.5,116,9,6,1,"False.",7.53677881044667,FALSE
"2562","IA",143,"510","354-6183","no","yes",33,141.4,130,186.4,114,210,111,7.7,6,1,"False.",10.1475043264228,FALSE
"2564","ND",104,"415","389-7620","no","no",0,118.5,92,177.8,109,255.7,98,12.1,4,1,"False.",4.19348278125027,FALSE
"2565","MT",16,"510","338-1724","no","no",0,153.2,65,229.7,90,148.2,94,10.7,8,1,"False.",12.9228599836849,FALSE
"2566","IL",183,"510","399-1750","no","no",0,108.3,87,183.6,116,176.6,109,13.5,2,0,"False.",12.5488854003691,FALSE
"2567","DC",147,"408","354-8914","no","no",0,168.6,92,187.7,107,216.5,95,14.4,8,2,"False.",7.35619459079013,FALSE
"2568","KY",58,"415","409-2983","no","no",0,247.2,116,303.7,103,105.4,94,9.3,2,2,"True.",13.2702647205241,FALSE
"2569","MS",102,"510","329-9689","yes","no",0,224.2,81,243.3,90,147.8,66,12,8,3,"False.",11.7282166138159,FALSE
"2570","TN",123,"415","337-8950","no","no",0,166.9,98,221.8,77,243.9,114,12.8,4,3,"False.",6.64557339322976,FALSE
"2571","IA",64,"415","374-1836","no","yes",43,118.4,100,144.1,108,158.1,91,8.5,6,1,"False.",13.2992809341368,FALSE
"2572","AK",103,"510","359-9454","no","no",0,190.9,62,226.6,53,230.1,96,7.8,3,2,"False.",12.619965820974,FALSE
"2574","WV",124,"415","344-1970","no","no",0,312,112,180,109,168.6,94,12.8,4,1,"True.",9.04349974172879,FALSE
"2575","OR",97,"415","417-2774","no","no",0,146,121,203,141,151.8,120,13.3,2,1,"False.",10.7787080678016,FALSE
"2576","MS",131,"415","333-9002","no","no",0,131.6,95,179.3,109,251.2,129,15.5,3,1,"True.",10.060304844419,FALSE
"2577","ME",57,"415","369-8576","no","yes",33,193.4,105,231.6,79,226.2,90,11.1,11,2,"False.",15.8733054420806,FALSE
"2578","MN",157,"510","372-6920","no","no",0,185.1,92,213,85,196.1,85,8.5,5,2,"False.",4.72234724339842,FALSE
"2579","GA",194,"510","333-6575","no","no",0,193.3,106,169,150,225.2,122,11.8,4,0,"False.",15.8451649572573,FALSE
"2580","DC",66,"415","410-1190","no","no",0,146.4,107,196.5,99,230.1,106,7.8,2,1,"False.",4.21052739397522,FALSE
"2581","GA",155,"510","376-1641","no","no",0,71.2,90,304.4,119,183.3,103,8.6,4,0,"False.",14.4750596768173,FALSE
"2582","NY",123,"415","329-6731","no","no",0,123.2,104,190,117,170.3,95,12.9,5,4,"True.",8.30681921987717,FALSE
"2583","OK",116,"510","393-3976","no","no",0,205,90,140.9,114,272.6,96,7.5,4,2,"False.",6.25021077476229,FALSE
"2584","OK",63,"415","388-7355","no","no",0,128.7,78,240.8,133,237.7,121,12.8,6,1,"False.",10.4194891193454,FALSE
"2585","GA",64,"510","412-7791","no","no",0,216.9,78,211,115,179.8,116,11.4,5,3,"False.",6.26455812118198,FALSE
"2586","NJ",96,"510","368-6111","no","no",0,150,122,218.5,116,212.4,89,9.8,1,3,"False.",6.95076863628751,FALSE
"2587","MN",53,"415","401-9420","no","no",0,164.1,106,206,56,194.7,124,11.4,2,1,"False.",10.2389364375343,FALSE
"2588","ME",105,"510","352-5750","no","no",0,212,113,226.6,128,193.6,114,8.9,7,3,"False.",7.14705174072491,FALSE
"2589","MI",53,"510","417-3702","no","yes",37,167.3,99,194.7,99,236.7,112,12,9,2,"False.",12.1469026760873,FALSE
"2590","MT",101,"415","353-5714","no","no",0,154.4,130,217.2,101,185.4,52,13.9,4,1,"False.",11.6669954065942,FALSE
"2591","NE",129,"510","409-9494","no","yes",30,177.3,95,211.8,102,240.2,108,9.3,7,3,"False.",7.81339359874132,FALSE
"2592","ND",122,"408","395-1901","no","no",0,231.2,141,267.8,136,240.3,100,8.8,5,1,"True.",11.9583178636805,FALSE
"2594","VT",93,"408","417-6044","no","no",0,149.6,120,200.7,85,181.2,107,14.3,9,0,"False.",10.8120820787007,FALSE
"2595","OH",115,"510","348-1163","yes","no",0,345.3,81,203.4,106,217.5,107,11.8,8,1,"True.",14.2740999982747,FALSE
"2596","AL",25,"408","337-4600","no","no",0,264.9,80,281.2,66,166.1,80,8.4,4,1,"True.",15.3204658666532,FALSE
"2597","DC",73,"408","355-5922","no","no",0,122,92,138.3,114,224.2,128,5.8,5,1,"False.",9.88237383105958,FALSE
"2598","ND",120,"415","369-5810","no","no",0,177.2,88,270.4,99,231.5,90,14,2,2,"False.",7.15643913188055,FALSE
"2599","TN",196,"415","340-8291","no","no",0,133.1,80,206.5,120,221.6,96,10.3,8,1,"False.",12.0816280622373,FALSE
"2600","DE",97,"510","354-7397","no","no",0,225.1,90,279.5,127,233.8,103,8.8,4,0,"True.",7.96364793688827,FALSE
"2601","NY",148,"408","407-7464","no","no",0,208.4,120,174.4,99,310.7,105,11.2,4,1,"False.",8.50304242621888,FALSE
"2602","AL",85,"408","386-6411","no","yes",30,173.1,107,247.2,101,158.7,104,11.5,5,1,"False.",5.18269707882505,FALSE
"2603","OK",86,"510","397-3746","yes","no",0,162.4,131,167,102,128.9,118,11.4,2,2,"True.",7.84181438159037,FALSE
"2604","MS",78,"415","410-5236","no","yes",13,281.2,93,178.2,101,244.2,129,6.4,5,2,"False.",9.73138979920303,FALSE
"2605","MD",106,"415","409-2412","no","no",0,208.3,89,169.4,67,102,90,15.9,4,3,"False.",14.3764113867086,FALSE
"2607","AR",145,"415","332-5820","no","no",0,224.2,89,314.9,121,182.9,121,16.1,3,1,"True.",15.7125142566502,FALSE
"2608","IL",91,"415","373-4483","no","no",0,189.3,100,239.3,107,89.7,89,9.9,3,3,"False.",8.26140020242579,FALSE
"2610","UT",116,"415","380-2929","no","yes",24,232.9,90,152.1,94,344.3,82,10.7,6,1,"False.",13.7279017414063,FALSE
"2611","LA",69,"415","420-7692","no","yes",37,155,98,142.4,105,143.7,117,5.9,4,1,"False.",13.0395951153977,FALSE
"2612","ID",135,"510","380-6437","no","no",0,154.4,130,203.8,90,158.7,59,11.8,3,0,"False.",11.2757791700222,FALSE
"2613","KY",73,"510","377-8309","no","no",0,234.7,102,195.7,110,253.4,71,8.4,8,2,"False.",9.02346350478503,FALSE
"2614","MI",48,"415","407-2718","no","no",0,240,88,141,117,128.9,137,7.1,9,1,"False.",17.8798507843937,FALSE
"2616","WV",100,"415","381-3735","no","no",0,166,102,236.1,97,134.3,93,10.9,4,1,"False.",3.02197250247488,FALSE
"2618","SD",64,"415","395-6758","no","no",0,174.5,98,180.2,103,179,89,10.7,2,2,"False.",3.10763920306933,FALSE
"2619","MD",116,"510","399-5424","yes","yes",27,175.5,137,210.6,60,294.8,121,6.9,5,1,"False.",17.0616994351709,FALSE
